company,penalty,lat,lon,city,state
LAFARGE NORTH AMERICA INC,43000,47.6211,-122.3244,Seattle,Washington
LAFARGE NORTH AMERICA INC,8000,47.6211,-122.3244,Seattle,Washington
LAFARGE NORTH AMERICA INC,7000,47.6211,-122.3244,Seattle,Washington
BOEING COMMERCIAL AIRPLANE AUBURN,5550,47.3041,-122.211,Auburn,Washington
ARDAGH GLASS INC.,21000,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,12100,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,29300,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,37500,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,47400,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,26300,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,54000,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,25200,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,35800,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,11300,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,13300,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,32400,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,91100,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,300000,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,132000,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,16000,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,134000,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,13500,47.6211,-122.3244,Seattle,Washington
ARDAGH GLASS INC.,44000,47.6211,-122.3244,Seattle,Washington
CROWN CORK & SEAL CO INC,7000,47.0418,-122.8959,Olympia,Washington
CROWN CORK & SEAL CO INC,6000,47.0418,-122.8959,Olympia,Washington
SIERRA PACIFIC INDUSTRIES - SHELTON,14915,47.2188,-123.1127,Shelton,Washington
BP WEST COAST PRODUCTS LLC,10000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,15000,48.9839,-122.7414,Blaine,Washington
TESORO REFINING AND MARKETING COMPANY,12000,48.4878,-122.6292,Anacortes,Washington
TESORO REFINING AND MARKETING COMPANY,8000,48.4878,-122.6292,Anacortes,Washington
PUGET SOUND ENERGY-FREDONIA,5000,48.4202,-122.3116,Mount Vernon,Washington
SHELL PUGET SOUND REFINERY,188869,48.4878,-122.6292,Anacortes,Washington
BP WEST COAST PRODUCTS LLC,5000,48.9839,-122.7414,Blaine,Washington
SHELL PUGET SOUND REFINERY,39400,48.4878,-122.6292,Anacortes,Washington
NORTHWEST PIPELINE LLC- MOUNT VERNON,5000,48.4202,-122.3116,Mount Vernon,Washington
SHELL PUGET SOUND REFINERY,133000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,21000,48.4878,-122.6292,Anacortes,Washington
BP WEST COAST PRODUCTS LLC,10000,48.9839,-122.7414,Blaine,Washington
TESORO REFINING AND MARKETING COMPANY,12000,48.4878,-122.6292,Anacortes,Washington
TESORO LOGISTICS ANACORTES CROF,75000,48.4878,-122.6292,Anacortes,Washington
TESORO REFINING AND MARKETING COMPANY,75000,48.4878,-122.6292,Anacortes,Washington
BP WEST COAST PRODUCTS LLC,6000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,8000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,15000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,12000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,10000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,5000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,7000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,47500,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,24000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,10000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,5000,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,8816,48.9839,-122.7414,Blaine,Washington
BP WEST COAST PRODUCTS LLC,5000,48.9839,-122.7414,Blaine,Washington
"PRAXAIR, INC",31518,48.8525,-122.5892,Ferndale,Washington
MAAX US CORPORATION,26500,48.7543,-122.4687,Bellingham,Washington
PUGET SOUND ENERGY - ENCOGEN,5000,48.7543,-122.4687,Bellingham,Washington
PUGET SOUND ENERGY - ENCOGEN,5000,48.7543,-122.4687,Bellingham,Washington
PUGET SOUND ENERGY - ENCOGEN,9000,48.7543,-122.4687,Bellingham,Washington
PUGET SOUND ENERGY - ENCOGEN,150000,48.7543,-122.4687,Bellingham,Washington
NORTHWEST PIPELINE CORP SUMAS,5000,48.9956,-122.2695,Sumas,Washington
PHILLIPS 66,8000,48.8525,-122.5892,Ferndale,Washington
PHILLIPS 66,30000,48.8525,-122.5892,Ferndale,Washington
PHILLIPS 66,15000,48.8525,-122.5892,Ferndale,Washington
PHILLIPS 66,52000,48.8525,-122.5892,Ferndale,Washington
PHILLIPS 66,6000,48.8525,-122.5892,Ferndale,Washington
PHILLIPS 66,6400,48.8525,-122.5892,Ferndale,Washington
PHILLIPS 66,92000,48.8525,-122.5892,Ferndale,Washington
PHILLIPS 66,15000,48.8525,-122.5892,Ferndale,Washington
PHILLIPS 66,14758,48.8525,-122.5892,Ferndale,Washington
PHILLIPS 66,17000,48.8525,-122.5892,Ferndale,Washington
PUGET SOUND ENERGY-FREDONIA,5000,48.4202,-122.3116,Mount Vernon,Washington
SIERRA PACIFIC IND.- SKAGIT LUMBER,110000,48.4202,-122.3116,Mount Vernon,Washington
SIERRA PACIFIC IND.- SKAGIT LUMBER,5000,48.4202,-122.3116,Mount Vernon,Washington
SIERRA PACIFIC IND.- SKAGIT LUMBER,10000,48.4202,-122.3116,Mount Vernon,Washington
NORTHWEST PIPELINE LLC- MOUNT VERNON,6500,48.4202,-122.3116,Mount Vernon,Washington
TESORO REFINING AND MARKETING COMPANY,90000,48.4878,-122.6292,Anacortes,Washington
CEMEX Inc.,3400000,39.801,-84.0094,Fairborn,Ohio
TESORO REFINING AND MARKETING COMPANY,22100,48.4878,-122.6292,Anacortes,Washington
TESORO REFINING AND MARKETING COMPANY,42900,48.4878,-122.6292,Anacortes,Washington
TESORO REFINING AND MARKETING COMPANY,14000,48.4878,-122.6292,Anacortes,Washington
TESORO REFINING AND MARKETING COMPANY,5000,48.4878,-122.6292,Anacortes,Washington
TESORO REFINING AND MARKETING COMPANY,8000,48.4878,-122.6292,Anacortes,Washington
TESORO REFINING AND MARKETING COMPANY,13000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,14800,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,15800,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,16000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,15000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,10000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,5000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,10000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,9000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,8000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,6000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,5000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,50000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,7000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,5000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,5000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,25000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,5000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,20000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,7000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,7000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,7000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,18000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,7000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,5000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,166000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,6000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,5000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,8000,48.4878,-122.6292,Anacortes,Washington
SHELL PUGET SOUND REFINERY,6300,48.4878,-122.6292,Anacortes,Washington
INTALCO ALUMINUM CORPORATION,27500,48.8525,-122.5892,Ferndale,Washington
INTALCO ALUMINUM CORPORATION,5000,48.8525,-122.5892,Ferndale,Washington
PORT TOWNSEND PAPER CORPORATION,10000,48.122,-122.7872,Port Townsend,Washington
PORT TOWNSEND PAPER CORPORATION,20000,48.122,-122.7872,Port Townsend,Washington
BOISE WHITE PAPER LLC,9000,46.0847,-118.9056,Wallula,Washington
WESTROCK CP LLC,5000,47.2431,-122.4531,Tacoma,Washington
WESTROCK CP LLC,6000,47.2431,-122.4531,Tacoma,Washington
WESTROCK CP LLC,8000,47.2431,-122.4531,Tacoma,Washington
PORT TOWNSEND PAPER CORPORATION,7000,48.122,-122.7872,Port Townsend,Washington
PORT TOWNSEND PAPER CORPORATION,5000,48.122,-122.7872,Port Townsend,Washington
"REC SOLAR GRADE SILICON, LLC;",10000,47.1285,-119.2741,Moses Lake,Washington
ALCOA WENATCHEE WORKS,22750,47.4338,-120.3285,Wenatchee,Washington
MCCAIN FOODS USA,40000,46.8222,-119.1651,Othello,Washington
FLEISCHMANNS VINEGAR,20000,47.2189,-122.2338,Sumner,Washington
STERICYCLE,72000,46.5575,-122.2815,Morton,Washington
FLEISCHMANNS VINEGAR,10000,47.2189,-122.2338,Sumner,Washington
PORT TOWNSEND PAPER,5000,48.122,-122.7872,Port Townsend,Washington
TESORO REFINING & MARKETING COMPANY,5000,48.4878,-122.6292,Anacortes,Washington
FOSTER FARMS KELSO,44000,46.1248,-122.8908,Kelso,Washington
PORT TOWNSEND PAPER,18000,48.122,-122.7872,Port Townsend,Washington
BUCKHORN MOUNTAIN PROJECT,22000,48.946,-119.0514,Chesaw,Washington
FLEISCHMANNS VINEGAR,23000,47.2189,-122.2338,Sumner,Washington
SIMPSON TACOMA,6000,47.2431,-122.4531,Tacoma,Washington
DARIGOLD ISSAQUAH,10000,47.5421,-122.0445,Issaquah,Washington
SIMPSON TACOMA,6000,47.2431,-122.4531,Tacoma,Washington
BUCKHORN MOUNTAIN PROJECT,395000,48.946,-119.0514,Chesaw,Washington
BUCKHORN MOUNTAIN PROJECT,395000,48.946,-119.0514,Chesaw,Washington
HP HOOD LLC,33124,39.1735,-78.1746,Winchester,Virginia
DOMINION ENERGY TRANSMISSION INC - LEESBURG COMPRESSOR STATION,44573,39.1058,-77.5544,Leesburg,Virginia
BUCKEYE TERMINALS LLC - CHESAPEAKE TERMINAL,9537,36.6778,-76.3024,Chesapeake,Virginia
GOODYEAR TIRE AND RUBBER COMPANY DANVILLE,7630,36.5831,-79.4088,Danville,Virginia
NAVY FEDERAL CREDIT UNION - FOLLIN LANE,7427,38.8996,-77.2597,Vienna,Virginia
DOMINION - ALTAVISTA POWER STATION,94476,37.1232,-79.2858,Altavista,Virginia
CYRUSONE LOUDOUN TECH CENTER,24185,39.0052,-77.405,Sterling,Virginia
WOLVERINE ADVANCED MATERIALS - CEDAR RUN,29250,37.23,-80.428,Blacksburg,Virginia
HP HOOD LLC,105199,39.1735,-78.1746,Winchester,Virginia
KINDER MORGAN SOUTHEAST TERMINALS LLC - RICHMOND 1,34125,37.5295,-77.4756,Richmond,Virginia
WHEELABRATOR PORTSMOUTH INC - RDF FACILITY,7669,36.8468,-76.354,Portsmouth,Virginia
HUNTINGTON INGALLS INCORPORATED - NN SHIPBLDG DIV,14266,37.1051,-76.5185,Newport News,Virginia
ASHLAND SPECIALTY INGREDIENTS GP,5106,37.2914,-77.2985,Hopewell,Virginia
GOODYEAR TIRE AND RUBBER COMPANY DANVILLE,13650,36.5831,-79.4088,Danville,Virginia
SUMITOMO MACHINERY CORPORATION OF AMERICA,7090,36.6778,-76.3024,Chesapeake,Virginia
AMERICAN ELECTRIC POWER-CLINCH RIVER PLANT,17500,36.9434,-82.1527,Cleveland,Virginia
VOLVO GROUP NORTH AMERICA LLC - NRV PLANT,79006,37.0987,-80.6831,Dublin,Virginia
WOLVERINE ADVANCED MATERIALS - CEDAR RUN,5068,37.23,-80.428,Blacksburg,Virginia
WOLVERINE ADVANCED MATERIALS - BLACKSBURG,5068,37.23,-80.428,Blacksburg,Virginia
WOLVERINE ADVANCED MATERIALS - CEDAR RUN,10498,37.23,-80.428,Blacksburg,Virginia
WOLVERINE ADVANCED MATERIALS - BLACKSBURG,10498,37.23,-80.428,Blacksburg,Virginia
"ZAYO GROUP, LLC",5766,39.03,-77.4711,Ashburn,Virginia
QUIKRETE - MARTINSVILLE,11147,36.6827,-79.8636,Martinsville,Virginia
QUIKRETE - MARTINSVILLE,25000,36.6827,-79.8636,Martinsville,Virginia
KINDER MORGAN SOUTHEAST TERMINALS LLC-NEWINGTON 2,38396,38.6984,-77.2163,Lorton,Virginia
LEHIGH CEMENT COMPANY LIMITED LIABILITY COMPANY,18065,37.3531,-77.4342,Chester,Virginia
FEDERAL-MOGUL FRICTION PRODUCTS,9555,39.1735,-78.1746,Winchester,Virginia
FEDERAL-MOGUL FRICTION PRODUCTS,24277,39.1735,-78.1746,Winchester,Virginia
YOKOHAMA TIRE MANUFACTURING VIRGINIA LLC,49340,37.2864,-80.0555,Salem,Virginia
NORFOLK SOUTHERN RAILWAY COMPANY EAST END SHOPS,5775,37.2785,-79.958,Roanoke,Virginia
NORFOLK SOUTHERN RAILWAY COMPANY EAST END SHOPS,9100,37.2785,-79.958,Roanoke,Virginia
FIBERMARK,46049,37.5295,-77.4756,Richmond,Virginia
KINDER MORGAN SOUTHEAST TERMINALS LLC - RICHMOND 1,11071,37.5295,-77.4756,Richmond,Virginia
GREDE RADFORD FOUNDRY,11375,37.1229,-80.5587,Radford,Virginia
GREDE RADFORD FOUNDRY,11375,37.1229,-80.5587,Radford,Virginia
WHEELABRATOR PORTSMOUTH INC - RDF FACILITY,15155,36.8468,-76.354,Portsmouth,Virginia
BON SECOURS - MARYVIEW MEDICAL CENTER,9500,36.8468,-76.354,Portsmouth,Virginia
BON SECOURS - MARYVIEW MEDICAL CENTER,8662,36.8468,-76.354,Portsmouth,Virginia
WESTROCK CONVERTING COMPANY,10955,37.4003,-79.1908,Lynchburg,Virginia
DOMINION ENERGY - HOPEWELL POWER STATION,41966,37.2914,-77.2985,Hopewell,Virginia
SENTARA CAREPLEX HOSPITAL,185000,37.0551,-76.3629,Hampton,Virginia
USA WASTE OF VIRGINIA LANDFILLS - BETHEL,29540,37.0551,-76.3629,Hampton,Virginia
TRANSMONTAIGNE PRODUCT SERVICES INC - FAIRFAX,17530,38.8531,-77.2997,Fairfax,Virginia
MOTIVA ENTERPRISES LLC,15976,38.8531,-77.2997,Fairfax,Virginia
CITGO TERMINAL,14440,38.8531,-77.2997,Fairfax,Virginia
MOTIVA ENTERPRISES LLC,14333,38.8531,-77.2997,Fairfax,Virginia
"BUCKEYE TERMINALS, LLC - FAIRFAX TERMINAL",14262,38.8531,-77.2997,Fairfax,Virginia
GOODYEAR TIRE AND RUBBER COMPANY DANVILLE,40698,36.5831,-79.4088,Danville,Virginia
GOODYEAR TIRE AND RUBBER COMPANY DANVILLE,16112,36.5831,-79.4088,Danville,Virginia
GOODYEAR TIRE AND RUBBER COMPANY DANVILLE,6000,36.5831,-79.4088,Danville,Virginia
SUMITOMO MACHINERY CORPORATION OF AMERICA,8035,36.6778,-76.3024,Chesapeake,Virginia
ARGOS USA LLC - CHESAPEAKE CEMENT TERMINAL,8850,36.6778,-76.3024,Chesapeake,Virginia
"COVANTA ALEXANDRIA/ARLINGTON, INC.",15093,38.8185,-77.0861,Alexandria,Virginia
INOVA ALEXANDRIA HOSPITAL,16141,38.8185,-77.0861,Alexandria,Virginia
GENON POTOMAC RIVER LIMITED LIABILITY CORPORATION,280704,38.8185,-77.0861,Alexandria,Virginia
GENON POTOMAC RIVER LIMITED LIABILITY CORPORATION,275562,38.8185,-77.0861,Alexandria,Virginia
GENON POTOMAC RIVER LIMITED LIABILITY CORPORATION,78000,38.8185,-77.0861,Alexandria,Virginia
GENON POTOMAC RIVER LIMITED LIABILITY CORPORATION,8253,38.8185,-77.0861,Alexandria,Virginia
SENTARA - WILLIAMSBURG REGIONAL MEDICAL CENTER,12000,37.2693,-76.7076,Williamsburg,Virginia
"HUTCHINSON SEALING SYSTEMS NORTH AMER, INC.",68151,36.953,-81.0881,Wytheville,Virginia
"HUTCHINSON SEALING SYSTEMS NORTH AMER, INC.",18460,36.953,-81.0881,Wytheville,Virginia
MOTION CONTROL INDUSTRIES INC,5000,38.2992,-77.4872,Fredericksburg,Virginia
MASCO CABINETRY LLC ATKINS PLANT 12,6227,36.8674,-81.3992,Atkins,Virginia
AMERICAN ELECTRIC POWER-CLINCH RIVER PLANT,77670,36.9434,-82.1527,Cleveland,Virginia
WWF OPERATING COMPANY - MOUNT CRAWFORD,5564,38.36,-78.9413,Mount Crawford,Virginia
COMCAST CABLEVISION OF VIRGINIA INCORPORATED,10792,38.7479,-77.4839,Manassas,Virginia
AMERICA ONLINE INC,23517,38.7479,-77.4839,Manassas,Virginia
TRANSCONTINENTAL GAS PIPELINE-STATION 185,158760,38.7479,-77.4839,Manassas,Virginia
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,10578,38.6569,-77.2403,Woodbridge,Virginia
DOMINION - PITTSYLVANIA POWER STATION,8645,37.0954,-79.3029,Hurt,Virginia
TIMES FIBER COMMUNICATIONS INC,58234,36.8185,-79.3967,Chatham,Virginia
AMERICAN WOODMARK ORANGE DIMENSION PLANT,5900,38.2486,-78.1127,Orange,Virginia
OMEGA PROTEIN INC,22045,37.8421,-76.2758,Reedville,Virginia
OMEGA PROTEIN INC,9633,37.8421,-76.2758,Reedville,Virginia
FEDERAL MOGUL CORPORATION,21434,37.23,-80.428,Blacksburg,Virginia
WOLVERINE ADVANCED MATERIALS - CEDAR RUN,12189,37.23,-80.428,Blacksburg,Virginia
NTTAMERICA COMMUNICATIONS,17500,39.0052,-77.405,Sterling,Virginia
OWENS-BROCKWAY GLASS CONTAINER INC - TOANO,421650,37.3799,-76.8041,Toano,Virginia
"EASTMAN PERFORMANCE FILMS, LLC",22692,36.6827,-79.8636,Martinsville,Virginia
QUIKRETE - MARTINSVILLE,5915,36.6827,-79.8636,Martinsville,Virginia
QUIKRETE - MARTINSVILLE,7400,36.6827,-79.8636,Martinsville,Virginia
BASSETT FURN - BASSETT CHAIR,9148,36.7615,-79.9866,Bassett,Virginia
QG LLC,11200,37.5295,-77.4756,Richmond,Virginia
"GRAPHIC PACKAGING INTERNATIONAL, INC.",26900,37.5295,-77.4756,Richmond,Virginia
DOMINION/ODEC - CLOVER POWER STATION,8064,36.839,-78.7284,Clover,Virginia
TREX COMPANY INC,7088,39.1735,-78.1746,Winchester,Virginia
TREX COMPANY INC,16504,39.1735,-78.1746,Winchester,Virginia
TREX COMPANY INC,9919,39.1735,-78.1746,Winchester,Virginia
TREX COMPANY INC,20040,39.1735,-78.1746,Winchester,Virginia
NORTHROP GRUMMAN SERVICES CORPORATION - FAIRLAKES,20800,38.8531,-77.2997,Fairfax,Virginia
FREDDIE MAC CORPORATION,55802,38.97,-77.3867,Herndon,Virginia
QUEST DIAGNOSTICS,6011,38.8868,-77.4453,Chantilly,Virginia
KINDER MORGAN SOUTHEAST TERMINALS LLC-NEWINGTON 2,6296,38.6984,-77.2163,Lorton,Virginia
WASHINGTON GAS LIGHT COMPANY,15960,38.7809,-77.1839,Springfield,Virginia
KINDER MORGAN NEWINGTON TERMINAL #1,10000,38.7358,-77.1993,Newington,Virginia
KINDER MORGAN NEWINGTON TERMINAL #1,49254,38.7358,-77.1993,Newington,Virginia
KINDER MORGAN NEWINGTON TERMINAL #1,5100,38.7358,-77.1993,Newington,Virginia
LUMBER LIQUIDATORS,5000,37.265,-77.3969,Colonial Heights,Virginia
KAISER ALUMINUM FABRICATED PRODUCTS LLC,12699,37.5295,-77.4756,Richmond,Virginia
REDLAND BRICK INCORPORATED - LAWRENCEVILLE PLANT,13922,36.7565,-77.8539,Lawrenceville,Virginia
COLUMBIA GAS TRANSMISSION CORPORATION GALA COMPRES,9438,37.6407,-79.8012,Eagle Rock,Virginia
SHEETZ TRAVEL CENTER #701,5500,38.7394,-78.6513,Mount Jackson,Virginia
BASF CORPORATION - PORTSMOUTH,7000,36.8468,-76.354,Portsmouth,Virginia
TYSON FARMS INCORPORATED - GLEN ALLEN,12155,37.666,-77.4838,Glen Allen,Virginia
BFI OLD DOMINION LANDFILL,13100,37.5295,-77.4756,Richmond,Virginia
OMEGA PROTEIN - REEDVILLE,27900,37.8421,-76.2758,Reedville,Virginia
TYSON FARMS INCORPORATED - GLEN ALLEN,25700,37.666,-77.4838,Glen Allen,Virginia
DOMINION ENERGY - CHESTERFIELD POWER STATION,34600,37.3531,-77.4342,Chester,Virginia
OMEGA PROTEIN - REEDVILLE,5500,37.8421,-76.2758,Reedville,Virginia
TRAVELCENTERS OF AMERICA - RICHMOND TRAVEL CENTER,33900,37.7596,-77.4715,Ashland,Virginia
LOVES TRAVEL STOP 435,5700,37.9287,-77.4558,Ruther Glen,Virginia
ASHLAND SPECIALTY INGREDIENTS GP,13200,37.2914,-77.2985,Hopewell,Virginia
OMEGA PROTEIN - REEDVILLE,16500,37.8421,-76.2758,Reedville,Virginia
OMEGA PROTEIN - REEDVILLE,11000,37.8421,-76.2758,Reedville,Virginia
OMEGA PROTEIN - REEDVILLE,18600,37.8421,-76.2758,Reedville,Virginia
TRAVELCENTERS OF AMERICA - RICHMOND TRAVEL CENTER,6800,37.7596,-77.4715,Ashland,Virginia
"Eastman Specialty Chemicals, Inc.,",365500,36.7123,-77.062,Courtland,Virginia
MCWANE DUCTILE,10695,40.2458,-111.6457,Provo,Utah
MCWANE DUCTILE,6080,40.2458,-111.6457,Provo,Utah
MCWANE DUCTILE,5600,40.2458,-111.6457,Provo,Utah
MCWANE DUCTILE,7000,40.2458,-111.6457,Provo,Utah
PACIFICORP WEST VALLEY CITY,38400,40.6889,-112.0115,West Valley City,Utah
KENNECOTT - COPPERTON CONCENTRATOR AND,5600,40.5581,-112.0932,Copperton,Utah
KENNECOTT - COPPERTON CONCENTRATOR AND,5600,40.5581,-112.0932,Copperton,Utah
KENNECOTT - COPPERTON CONCENTRATOR AND,113340,40.5581,-112.0932,Copperton,Utah
EBV Explosives Environmental Company,580135,37.1503,-94.3225,Carthage,Missouri
KINDER MORGAN ALTAMONT - SOUTH,11200,40.1754,-110.394,Duchesne,Utah
KINDER MORGAN LLC - WEST STATION,6500,40.1754,-110.394,Duchesne,Utah
KINDER MORGAN ALTAMONT - SOUTH,6500,40.1754,-110.394,Duchesne,Utah
KINDER MORGAN LLC - MAIN GAS PLANT,6500,40.3587,-110.2886,Altamont,Utah
"STERICYCLE, INC. (FORMER BFI)",14800,40.8439,-111.9188,North Salt Lake,Utah
SWIFT BEEF COMPANY,22379,41.6318,-111.8439,Hyrum,Utah
"TESORO LOGISTICS GP, LLC",7494,40.7774,-111.9301,Salt Lake City,Utah
CHEVRON PIPE LINE COMPANY,4800000,40.7774,-111.9301,Salt Lake City,Utah
CHEVRON PIPE LINE CO,3500000,40.8439,-111.9188,North Salt Lake,Utah
SWIFT BEEF COMPANY,10766,41.6318,-111.8439,Hyrum,Utah
CHEVRON PIPE LINE CO,3500000,40.8439,-111.9188,North Salt Lake,Utah
"PILOT TRAVEL CENTERS, LLC, FLYING J #748",12776,41.4146,-112.0446,Willard,Utah
ROCKY MOUNTAIN PIPELINE 16  CRUDE OIL LINE,21750,41.2602,-110.9646,Evanston,Wyoming
INVISTA SARL SABINE RIVER SITE,99938,30.1209,-93.7616,Orange,Texas
VALERO CORPUS CHRISTI REFINERY EAST PLANT,31369,27.7173,-97.3822,Corpus Christi,Texas
BAYPORT EO PLANT,40000,29.6584,-95.1499,Pasadena,Texas
EQUISTAR CHEMICALS CHANNELVIEW COMPLEX,19688,29.7914,-95.1145,Channelview,Texas
EXXONMOBIL OIL BEAUMONT CHEMICAL PLANT,8100,30.0849,-94.1451,Beaumont,Texas
ISP TECHNOLOGIES TEXAS CITY PLANT,14000,29.4128,-94.9658,Texas City,Texas
BASF TOTAL FINA NAFTA REGION OLEFINS COMPLEX,8200,29.8554,-93.9264,Port Arthur,Texas
BELVAN MIDWAY LANE GAS PLANT,133900,30.7074,-101.2059,Ozona,Texas
LION ELASTOMERS,7500,29.9765,-93.946,Port Neches,Texas
PASADENA REFINING SYSTEM,19688,29.6584,-95.1499,Pasadena,Texas
ASH GROVE CEMENT,10975,32.4719,-96.9877,Midlothian,Texas
ROHM AND HAAS TEXAS DEER PARK PLANT,54275,29.6898,-95.1151,Deer Park,Texas
Edge Products LLC,500000,41.228,-111.9677,Ogden,Utah
CHEMTRADE REFINERY SERVICES,13900,30.0849,-94.1451,Beaumont,Texas
DRAGON PRODUCTS SAN ANGELO,12200,31.4426,-100.4501,San Angelo,Texas
CHEVRON PHILLIPS CHEMICAL CEDAR BAYOU PLANT,60283,29.7607,-94.9628,Baytown,Texas
CHEVRON PHILLIPS CHEMICAL CEDAR BAYOU PLANT,527900,29.7607,-94.9628,Baytown,Texas
INVISTA SARL SABINE RIVER SITE,120666,30.1209,-93.7616,Orange,Texas
LEHIGH CEMENT WACO PLANT,5325,31.4988,-97.2314,Woodway,Texas
ALCOA POINT COMFORT OPERATIONS,6250,28.6715,-96.5589,Point Comfort,Texas
LUFKIN INDUSTRIES FOUNDRY & POWER TRANSMISSION MFG FACILITIES,67500,31.3217,-94.7277,Lufkin,Texas
PORT ARTHUR REFINERY,13125,29.8554,-93.9264,Port Arthur,Texas
ARKEMA BEAUMONT PLANT,9594,30.0849,-94.1451,Beaumont,Texas
CATERPILLAR SEGUIN ENGINE CENTER,7701,29.5894,-97.9659,Seguin,Texas
BASF PASADENA,36000,29.6584,-95.1499,Pasadena,Texas
VALERO PORT ARTHUR REFINERY,55525,29.8554,-93.9264,Port Arthur,Texas
DAL-TILE DALLAS MANUFACTURING,30000,32.7937,-96.7662,Dallas,Texas
HOLCIM TEXAS,223125,32.4719,-96.9877,Midlothian,Texas
