company,penalty,lat,lon,city,industry,state
Appolo Fuel,135000,36.6084,-83.7166,Middlesboro,coal mining,Kentucky
Ardagh Glass Inc.,225140,42.1477,-71.5167,Milford,packaging,Massachusetts
Arizona Public Service Company,3800000,36.7555,-108.1823,Farmington,utilities,New Mexico
Asarco LLC,146614,32.9995,-110.7814,Hayden,mining,Arizona
"Bartlett Grain Company, LLC",14560,39.2072,-93.5187,Waverly,agribusiness,Missouri
BASF Corp,1038048,42.2113,-83.1558,Wyandotte,chemicals,Michigan
Bayer CropScience LP,137790,39.1239,-94.5541,Kansas City,chemicals,Missouri
Bayer CropScience LP,13900,39.1239,-94.5541,Kansas City,chemicals,Missouri
"Berkshire Power Company, LLC",3500000,42.0695,-72.6148,Agawam,energy generation,Massachusetts
Big West Oil LLC,18428000,40.8439,-111.9188,North Salt Lake,retail-convenience stores,Utah
"BOSFuel Corp. and Swissport Fueling, Inc.",90000,42.3188,-71.0846,Boston,diversified,Massachusetts
BP North America Inc.,408000000,41.6731,-87.4843,Whiting,oil & gas,Indiana
Brad Foote Gear Works Inc.,1500000,41.8445,-87.7593,Cicero,wind power equipment,Illinois
Burlington Environmental,275000,47.3887,-122.2128,Kent,private equity (including portfolio companies),Washington
"C&S Wholesale Grocers, Inc.",126700,42.9494,-72.2997,Keene,wholesalers-food products,New Hampshire
C.A.I. Inc.,1400000,42.574,-70.9494,Danvers,paints & coatings,Massachusetts
"Cal-Maine Foods, Inc.",475000,32.3326,-90.6055,Edwards,food products,Mississippi
CalPortland Company,350000,32.4157,-111.1549,Rillito,building materials,Arizona
Cardington Yutaka Technologies,1715000,40.498,-82.8937,Cardington,automotive parts,Ohio
Cargill,265000,41.1591,-92.6297,Eddyville,agribusiness,Iowa
Cargill Corporation,45000,33.8841,-117.9279,Fullerton,agribusiness,California
Carmeuse Lime,475000,41.8373,-87.6861,Chicago,minerals,Illinois
Cascades Auburn Fiber,65000,44.085,-70.2492,Auburn,packaging,Maine
CCS (USA) Inc,2500000,32.4659,-93.7959,Shreveport,waste management,Louisiana
"CEMEX, Inc.",1000000,40.2232,-105.2694,Lyons,building materials,Colorado
"CEMEX de Puerto Rico, Inc.",1860000,18.012,-66.6198,Ponce,building materials,Puerto Rico
Cenex Harvest States (CHS),35200,43.7148,-96.5026,Garretson,agribusiness,South Dakota
CF Industries Inc.,176201500,28.0144,-82.12,Plant City,chemicals,Florida
CH2M HILL Plateau Remediation Company,131594,46.2826,-119.2938,Richland,construction & engineering,Washington
DuPont,2000000,38.2337,-81.5387,Belle,chemicals,West Virginia
DuPont,1102000,38.1662,-85.6488,Louisville,chemicals,Kentucky
DuPont,800000,39.2422,-81.6679,Washington,chemicals,West Virginia
DuPont,531000,39.6834,-75.4905,Deepwater,chemicals,New Jersey
E.I. du Pont de Nemours & Co.,724000,43.0105,-78.8805,Tonawanda,chemicals,New York
E.I. du Pont de Nemours & Co.,440000,43.0105,-78.8805,Tonawanda,chemicals,New York
E.I. du Pont de Nemours and Company,1275000,38.2337,-81.5387,Belle,chemicals,West Virginia
"E.I. DuPont de Nemours, Inc",250000,39.6834,-75.4905,Deepwater,chemicals,New Jersey
"Chemicals and Solvents, Inc. dba Chemsolv, Inc.",243967,37.2785,-79.958,Roanoke,wholesalers-chemicals,Virginia
Chemtura Corporation,55901,33.2184,-92.664,El Dorado,chemicals,Arkansas
Chevron,384000,40.7774,-111.9301,Salt Lake City,oil & gas,Utah
Chevron USA,7000000,33.9169,-118.4021,El Segundo,oil & gas,California
Chevron Phillips Chemical Company,3000000,29.6584,-95.1499,Pasadena,chemicals,Texas
Clean Harbors Deer Park LLC,22400,29.669,-95.0483,La Porte,waste management,Texas
"Clean Harbors El Dorado, L.L.C.",581236,33.2184,-92.664,El Dorado,waste management,Arkansas
"Clean Harbors Environmental Services, Inc.",150000,41.2336,-103.6512,Kimball,waste management,Nebraska
Coffeyville Resources Refining & Marketing,11720000,37.052,-95.6178,Coffeyville,diversified,Kansas
Coffeyville Resources Refining & Marketing,2302500,37.052,-95.6178,Coffeyville,diversified,Kansas
Coffeyville Resources Refining & Marketing,300000,37.052,-95.6178,Coffeyville,diversified,Kansas
Columbus Steel Castings Company,825000,39.986,-82.9852,Columbus,private equity (including portfolio companies),Ohio
"Columbus Manufacturing Inc., a wholly owned subsidiary of Columbus Foods LLC",6685446,37.6536,-122.4197,South San Francisco,meatpacking,California
"Combined Systems, Inc.",65000,41.4843,-80.437,Jamestown,private equity (including portfolio companies),Pennsylvania
"ConAgra Foods, Inc.",248513,44.7318,-92.8538,Hastings,food products,Minnesota
Ralcorp's Cottage Bakery,1375000,38.1218,-121.2932,Lodi,food products,California
Conopco Inc. dba Unilever Home and Personal Care,4500000,41.2763,-72.5305,Clinton,food products,Connecticut
Copar Quarries,80000,41.3944,-71.7541,Bradford,building materials,Rhode Island
"Cosmoflex, Inc.",80000,39.7097,-91.3936,Hannibal,automotive parts-tires,Missouri
CountryMark Refining and Logistics LLC,18180000,37.9364,-87.8955,Mount Vernon,agribusiness,Indiana
Crane-Hogan Structural Systems,500000,42.1014,-75.9093,Binghamton,construction & engineering,New York
Darigold Inc,42000,45.5372,-122.65,Portland,food products,Oregon
Davis Wire Corporation,1525000,34.1139,-118.4068,Los Angeles,diversified,California
DEGS of Narrows LLC,310000,37.3316,-80.8083,Narrows,utilities,Virginia
Delaware City Refining Company,73113,39.5743,-75.5939,Delaware City,oil & gas,Delaware
"DeMoulas Super Markets, Inc.",33736,42.6554,-71.1418,Andover,retail-supermarkets,Massachusetts
Deseret Generation & Transmission Co-operative,295000,40.4517,-109.5379,Vernal,power systems,Utah
Dico Inc.,3067787,41.5725,-93.6104,Des Moines,off-highway wheel and tire products,Iowa
Dominion Cove Point,365000,38.362,-76.4372,Lusby,utilities,Maryland
Domtar Paper,1959000,35.8588,-76.7487,Plymouth,paper products,North Carolina
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),15000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
CASPER REFINERY (SINCLAIR CASPER REFINING COMPANY),31500,42.8681,-106.2524,Evansville,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),7000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
LOVELL PLANT (AMERICAN COLLOID CO),6000,44.8358,-108.3918,Lovell,minerals,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),35000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),14000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
LOVELL PLANT (AMERICAN COLLOID CO),20000,44.8358,-108.3918,Lovell,minerals,Wyoming
FISHER SAND & GRAVEL (CT-332),7000,41.4775,-105.6367,Wyoming,building materials,Wyoming
FISHER SAND & GRAVEL(CT-926),5000,44.4048,-104.3623,Sundance,building materials,Wyoming
SKANSKA USA CIVIL WEST ROCKY MNT DIST,5000,41.4775,-105.6367,Wyoming,construction & engineering,Wyoming
WHITING PETROLEUM_LUCKEY DITCH GAS PLANT,27000,41.2724,-110.3344,Mountain View,oil & gas,Wyoming
WHITING PETROLEUM_LUCKEY DITCH GAS PLANT,17500,41.2724,-110.3344,Mountain View,oil & gas,Wyoming
CHEVRON USA-TABLE ROCK GAS PLANT,22400,41.595,-109.2237,Rock Springs,oil & gas,Wyoming
BRIDGER COAL COMPANY _ JIM BRIDGER MINE,10000,41.595,-109.2237,Rock Springs,diversified,Wyoming
Dow Chemical Company,2500000,43.6239,-84.2315,Midland,chemicals,Michigan
CASPER REFINERY (SINCLAIR CASPER REFINING COMPANY),20000,42.8681,-106.2524,Evansville,oil & gas,Wyoming
CASPER REFINERY (SINCLAIR CASPER REFINING COMPANY),15000,42.8681,-106.2524,Evansville,oil & gas,Wyoming
CASPER REFINERY (SINCLAIR CASPER REFINING COMPANY),379000,42.8681,-106.2524,Evansville,oil & gas,Wyoming
CASPER REFINERY (SINCLAIR CASPER REFINING COMPANY),31500,42.8681,-106.2524,Evansville,oil & gas,Wyoming
CASPER REFINERY (SINCLAIR CASPER REFINING COMPANY),9100,42.8681,-106.2524,Evansville,oil & gas,Wyoming
CASPER REFINERY (SINCLAIR CASPER REFINING COMPANY),40000,42.8681,-106.2524,Evansville,oil & gas,Wyoming
CASPER REFINERY (SINCLAIR CASPER REFINING COMPANY),25000,42.8681,-106.2524,Evansville,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),10000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),68000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),74000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),23000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),10000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),10000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),611598,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
FRONTIER REFINERY (HOLLYFRONTIER CHEYENNE REFINING LLC),205000,41.1406,-104.7926,Cheyenne,oil & gas,Wyoming
COLONY EAST AND WEST PLANTS (AMERICAN COLLOID COMPANY),7500,44.87,-104.1552,Colony,minerals,Wyoming
COLORADO INTERSTATE GAS-SINCLAIR METER,118718,41.7761,-107.1199,Sinclair,pipelines,Wyoming
LOVELL PLANT (AMERICAN COLLOID CO),42000,44.8358,-108.3918,Lovell,minerals,Wyoming
LOVELL PLANT (AMERICAN COLLOID CO),17500,44.8358,-108.3918,Lovell,minerals,Wyoming
LOVELL PLANT (AMERICAN COLLOID CO),10000,44.8358,-108.3918,Lovell,minerals,Wyoming
LOVELL PLANT (AMERICAN COLLOID CO),9500,44.8358,-108.3918,Lovell,minerals,Wyoming
LOVELL PLANT (AMERICAN COLLOID CO),5000,44.8358,-108.3918,Lovell,minerals,Wyoming
LOVELL PLANT (AMERICAN COLLOID CO),5000,44.8358,-108.3918,Lovell,minerals,Wyoming
"ALLIANCE PETROLEUM CORPORATION, BERWIND MAIN STATION",8000,39.11,-80.4085,Jane Lew,oil & gas,West Virginia
"PINNACLE MINING COMPANY, LLC,  PINEVILLE",15000,37.5845,-81.5354,Pineville,coal mining,West Virginia
"SABIC INNOVATIVE PLASTICS US LLC, WASHINGTON",12000,39.2422,-81.6679,Washington,chemicals,West Virginia
"BLUE RACER MIDSTREAM, LLC, MASON HILL",50000,39.5689,-80.7316,Reader,oil & gas,West Virginia
"EQT PRODUCTION COMPANY, LANTZ MILLS WELL SITE",25000,39.5304,-80.6404,Jacksonburg,oil & gas,West Virginia
"EQT PRODUCTION COMPANY, PNG 241 WELL PAD",25000,39.5304,-80.6404,Jacksonburg,oil & gas,West Virginia
"EQT PRODUCTION COMPANY, DEWHURST WELL",50000,39.5304,-80.6404,Jacksonburg,oil & gas,West Virginia
"MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC, MOBLEY",48000,39.5012,-80.5551,Smithfield,oil & gas,West Virginia
"MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC, MOBLEY",5000,39.5012,-80.5551,Smithfield,oil & gas,West Virginia
"COLUMBIA GAS TRANSMISSION, LLC, SMITHFIELD",24950,39.5012,-80.5551,Smithfield,pipelines,West Virginia
"BROOKS RUN MINING COMPANY, LLC,  ERBACON",5000,38.519,-80.589,Erbacon,mining,West Virginia
"BRASKEM AMERICA, INC., KENOVA",25000,38.4029,-82.5825,Kenova,chemicals,West Virginia
"BRASKEM AMERICA, INC., KENOVA",73500,38.4029,-82.5825,Kenova,chemicals,West Virginia
"WEYERHAEUSER COMPANY, BUCKHANNON",45000,38.9927,-80.2279,Buckhannon,forest products,West Virginia
"ANTERO MIDSTREAM LLC, MOUNTAIN STATION",98900,39.2874,-80.9754,Pennsboro,oil & gas,West Virginia
"KINGSFORD MANUFACTURING COMPANY, PARSONS",28500,39.0942,-79.6786,Parsons,household products,West Virginia
"KINGSFORD MANUFACTURING COMPANY, PARSONS",15000,39.0942,-79.6786,Parsons,household products,West Virginia
"ALLIANCE PETROLEUM CORPORATION, GREEN HOUSE SITE",10000,39.2666,-80.1287,Flemington,oil & gas,West Virginia
"CNX GAS COMPANY LLC, PENNSBORO 2",5475,39.2874,-80.9754,Pennsboro,oil & gas,West Virginia
"CNX GAS COMPANY LLC, PENNSBORO1",5475,39.2874,-80.9754,Pennsboro,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, NESS WELLPAD",98900,39.188,-80.949,Pullman,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, LOCKHART HEIRS PAD",20000,39.188,-80.949,Pullman,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, LOCKHART HEIRS PAD",20000,39.188,-80.949,Pullman,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, EDDY PAD",20000,39.2874,-80.9754,Pennsboro,oil & gas,West Virginia
"EQT PRODUCTION COMPANY, PEN-16 PAD",20000,39.2874,-80.9754,Pennsboro,oil & gas,West Virginia
"EQT PRODUCTION COMPANY, PEN-13 PAD",20000,39.2874,-80.9754,Pennsboro,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, LOCKHART HEIRS PAD",20000,39.188,-80.949,Pullman,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, JOHN CAMPBELL NORTH",20000,39.188,-80.949,Pullman,oil & gas,West Virginia
"DOMINION ENERGY TRANSMISSION, INC., CRAIG STATION",10000,39.074,-81.0943,Smithville,utilities,West Virginia
"ORICA GROUND SUPPORT INC., BLUEFIELD",39000,37.2605,-81.2155,Bluefield,mining services,West Virginia
"CHEVRON APPALACHIA, LLC, TAYLOR B SITE",21000,39.9221,-80.7422,Moundsville,oil & gas,West Virginia
"CHEVRON APPALACHIA, LLC, CAVENEY SITE",21000,39.9221,-80.7422,Moundsville,oil & gas,West Virginia
"SECOND STERLING CORPORATION,  KEYSTONE #1",40000,37.4158,-81.4463,Keystone,coal mining,West Virginia
"SECOND STERLING CORPORATION,  KEYSTONE #1",150000,37.4158,-81.4463,Keystone,coal mining,West Virginia
"COLUMBIA GAS TRANSMISSION, LLC, HUBBALL",15000,38.2209,-82.2038,Branchland,pipelines,West Virginia
"DOMINION ENERGY TRANSMISSION, INC, LIGHTBURN STATION",37500,39.11,-80.4085,Jane Lew,utilities,West Virginia
"DOMINION ENERGY TRANSMISSION, INC., BRIDGEPORT STATION",10000,39.3037,-80.2476,Bridgeport,utilities,West Virginia
"AMERICAN WOODMARK CORPORATION, SOUTH BRANCH",21000,39.0674,-78.9624,Moorefield,kitchen cabinets,West Virginia
"AMERICAN WOODMARK CORPORATION, SOUTH BRANCH",5000,39.0674,-78.9624,Moorefield,kitchen cabinets,West Virginia
"ANTERO RESOURCES CORPORATION, JONATHAN DAVIS PAD",20000,39.2963,-80.7751,West Union,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, RUDDY ALT PAD",20000,39.2301,-80.6826,New Milton,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, VOGT PAD",20000,39.2963,-80.7751,West Union,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, ERWIN HILLTOP PAD",20000,39.2301,-80.6826,New Milton,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, ERWIN VALLEY PAD",20000,39.2301,-80.6826,New Milton,oil & gas,West Virginia
"ANTERO RESOURCES CORPORATION, POWELL PAD",15000,39.2893,-80.7343,Smithburg,oil & gas,West Virginia
"EQT PRODUCTION COMPANY, OXF-134 PAD",75000,39.2963,-80.7751,West Union,oil & gas,West Virginia
"MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC, SHERWOOD",48000,39.2893,-80.7343,Smithburg,oil & gas,West Virginia
"MARKWEST LIBERTY MIDSTREAM & RESOURCES LLC, SHERWOOD",250000,39.2893,-80.7343,Smithburg,oil & gas,West Virginia
"DOMINION ENERGY TRANSMISSION, INC, WEST UNION",10000,39.2963,-80.7751,West Union,utilities,West Virginia
"BIMBO BAKERIES USA, INC., HUNTINGTON",10000,38.4109,-82.4344,Huntington,food products,West Virginia
"HUNTINGTON ALLOYS, HUNTINGTON",305000,38.4109,-82.4344,Huntington,diversified,West Virginia
"HUNTINGTON ALLOYS, HUNTINGTON",5000,38.4109,-82.4344,Huntington,diversified,West Virginia
"ARDAGH METAL PACKAGING USA INC., WEIRTON",25000,40.406,-80.5671,Weirton,packaging,West Virginia
"ROCKWELL MINING, LLC, ROCKLICK PREP PLANT",12500,37.8709,-81.6357,Bald Knob,coal mining,West Virginia
"MAAX US CORP., MARTINSBURG",5000,39.4582,-77.9776,Martinsburg,private equity (including portfolio companies),West Virginia
"MAAX US CORP., MARTINSBURG",42000,39.4582,-77.9776,Martinsburg,private equity (including portfolio companies),West Virginia
"KNAUF INSULATION, INC., INWOOD",10000,39.3538,-78.0552,Inwood,insulation,West Virginia
"DOMINION TRANSMISSION, INC.,  TYGART VALLEY STATIO",17500,39.1487,-80.0417,Philippi,utilities,West Virginia
"DOMINION ENERGY TRANSMISSION, INC., BELINGTON, STA. 14",68500,39.022,-79.9383,Belington,utilities,West Virginia
"SWIFT TRANSPORTATION, INC.",15500,33.5722,-112.0891,Phoenix,trucking,Arizona
"CAIMAN ENERGY, LLC",154148,32.7937,-96.7662,Dallas,oil & gas,Texas
MCDONALD'S RESTAURANT,11430,38.5042,-81.6398,Sissonville,restaurants,West Virginia
"XTO ENERGY, INC.",54130,32.7814,-97.3473,Fort Worth,oil & gas,Texas
"D.S.C. of Newark Enterprises, Inc.",1600000,40.3018,-74.7378,Lawrenceville,real estate,New Jersey
"GRENADIER ENERGY PARTNERS, LLC",14770,30.1738,-95.5134,The Woodlands,private equity (including portfolio companies),Texas
JENKINJONES PREPARATION PLANT,5230,37.3688,-81.0961,Princeton,coal mining,West Virginia
PARKER BRANCH NO. 2 SURFACE MINE,44430,38.0231,-82.4315,Dunlow,coal mining,West Virginia
FLATBUSH NO.1 SURFACE MINE,809780,38.7319,-79.9725,Mill Creek,mining & steel,West Virginia
EAST GULF COMPLEX~PREPARATION PLANT & REFUSE AREA,153010,37.7878,-81.1841,Beckley,mining & steel,West Virginia
BIG MOUNTAIN PREPARATION PLANT & REFUSE AREA,12830,38.0632,-81.8046,Madison,mining,West Virginia
HERCULES INTERNATIONAL INC.,14468,38.4109,-82.4344,Huntington,chemicals,West Virginia
FAMILY DOLLAR STORE #715328,11185,39.3732,-78.5228,Slanesville,retail-discount stores,West Virginia
Duke Energy,3000000,36.5029,-79.7421,Eden,utilities,North Carolina
CSX,10530,39.5304,-80.6404,Jacksonburg,railroads,West Virginia
SHEETZ ELKINS,11870,38.9237,-79.8541,Elkins,retail-convenience stores,West Virginia
STONE ENERGY CORPORATION,41430,39.638,-79.9468,Morgantown,oil & gas,West Virginia
CINTAS-MINERAL WELLS SITE,7400,39.1806,-81.5129,Mineral Wells,business services,West Virginia
DuPont,2550000,36.0163,-87.9696,New Johnsonville,chemicals,Tennessee
ANTERO RESOURCES,23930,38.4353,-82.1375,Milton,oil & gas,West Virginia
MASONITE CORP,10000,44.6627,-90.1728,Marshfield,forest products,Wisconsin
MASONITE CORP,5000,44.6627,-90.1728,Marshfield,forest products,Wisconsin
"WAUPACA FOUNDRY, INC-PLANTS 2 / 3",75000,44.3508,-89.072,Waupaca,diversified,Wisconsin
MASONITE CORP,30000,44.6627,-90.1728,Marshfield,forest products,Wisconsin
"QUAD/GRAPHICS, INC.",75000,43.1339,-88.2232,Sussex,printing,Wisconsin
"QUAD/GRAPHICS, INC",75000,43.0068,-88.0296,West Allis,printing,Wisconsin
GE DISTRIBUTED POWER INC,85000,43.0087,-88.2464,Waukesha,diversified,Wisconsin
ADVANCED DISPOSAL SERVICES MALLARD RIDGE LANDFILL INC,250000,42.6281,-88.6324,Delavan,waste management,Wisconsin
KOHLER CO-METALS PROCESSING COMPLEX,30000,43.7363,-87.7794,Kohler,building materials,Wisconsin
KOHLER CO-METALS PROCESSING COMPLEX,30000,43.7363,-87.7794,Kohler,building materials,Wisconsin
SENECA FOODS CORP - VEGETABLE-DIV,15000,43.4696,-89.7378,Baraboo,food products,Wisconsin
E.I. DuPont de Nemours and Company,59000,35.2748,-77.5937,Kinston,chemicals,North Carolina
"UNITED ETHANOL, LLC",700000,42.7752,-88.9431,Milton,ethanol,Wisconsin
"DONALDSON CO., INC.",44131,44.5241,-89.5508,Stevens Point,industrial equipment,Wisconsin
"WASTE MANAGEMENT OF WIS, INC.",75000,42.8854,-88.0104,Franklin,waste management,Wisconsin
WAUSAU TILE INC,250000,44.9615,-89.6436,Wausau,building materials,Wisconsin
DOMTAR PAPER COMPANY LLC,5439,44.8761,-89.6173,Rothschild,paper products,Wisconsin
KERRY,72000,44.8761,-89.6173,Rothschild,food products,Wisconsin
BROADWIND TOWERS,95000,44.0991,-87.6811,Manitowoc,wind power equipment,Wisconsin
XCEL ENERGY-FRENCH ISLAND GENERATING PLA,167579,43.8241,-91.2268,La Crosse,power generation,Wisconsin
WISCONSIN ELECTRIC POWER COMPANY D/B/A WE ENERGIES-PARIS GENERATING STATION,50000,42.6869,-88.0502,Union Grove,utilities,Wisconsin
WISCONSIN ELECTRIC POWER COMPANY D/B/A WE ENERGIES-PARIS GENERATING STATION,50000,42.6869,-88.0502,Union Grove,utilities,Wisconsin
VALERO RENEWABLE FUELS COMPANY LLC,17000,43.0812,-88.7702,Johnson Creek,oil & gas,Wisconsin
GREDE FOUNDRY (FKA CITATION CORPORATION,80000,43.9704,-88.9505,Berlin,automotive parts,Wisconsin
GREDE CASTINGS - BROWNTOWN DIVISION,5000,42.5788,-89.7894,Browntown,automotive parts,Wisconsin
GREDE CASTINGS - BROWNTOWN DIVISION,25000,42.5788,-89.7894,Browntown,automotive parts,Wisconsin
GREDE CASTINGS - BROWNTOWN DIVISION,54109,42.5788,-89.7894,Browntown,automotive parts,Wisconsin
NESTLE NUTRITION EAU CLAIRE,146489,44.8203,-91.4951,Eau Claire,food products,Wisconsin
DIDION MILLING-CAMBRIA,1050000,43.5416,-89.1108,Cambria,agribusiness,Wisconsin
WPL - COLUMBIA ENERGY CENTER,285000,43.5359,-89.301,Pardeeville,utilities,Wisconsin
ABBYLAND FOODS INC,600000,44.9437,-90.3148,Abbotsford,food products,Wisconsin
DAIRYLAND POWER COOP ALMA SITE,50000,44.3366,-91.9222,Alma,power generation,Wisconsin
PROCTER & GAMBLE PAPER PRODUCTS CO,81091,44.515,-87.9896,Green Bay,household & personal care products,Wisconsin
GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,95000,44.515,-87.9896,Green Bay,diversified,Wisconsin
SAPUTO CHEESE USA LENA,40000,44.953,-88.0476,Lena,food products,Wisconsin
"POWERTRAIN, INC",2000000,34.4866,-88.1863,Golden,automotive parts,Mississippi
KINDER MORGAN TRANSMIX CO. LLC,613000,40.5695,-79.8637,Indianola,pipelines,Pennsylvania
"Mercedes-Benz USA, LLC",1200000,41.0529,-74.0499,Montvale,motor vehicles,New Jersey
HOMELITE CONSUMER PRODUCTS INC.,148000,34.5212,-82.6479,Anderson,diversified,South Carolina
"Kawasaki Motors Corp, U.S.A.",37500,33.6772,-117.7738,Irvine,diversified,California
